        0.01636788        0.00000000
        0.03273576        0.00000000
        0.04910364        0.00000000
        0.06547152        0.00000000
        0.08183940        0.00000000
        0.09820728        0.00000000
        0.11457516        0.00000000
        0.13094304        0.00000000
        0.14731092        0.00000000
        0.16367880        0.00000000
        0.18004668        0.00000000
        0.19641456        0.00000000
        0.21278244        0.00000000
        0.22915032        0.00000000
        0.24551820        0.00000000
        0.26188608        0.00000000
        0.27825396        0.00000000
        0.29462184        0.00000000
        0.31098972        0.00000000
        0.32735760        0.00000000
        0.34372548        0.00000000
        0.36009336        0.00000000
        0.37646124        0.00000000
        0.39282912        0.00000000
        0.40919700        0.00000000
        0.42556488        0.00000000
        0.44193276        0.00000000
        0.45830064        0.00000000
        0.47466852        0.00000000
        0.49103640        0.00000000
        0.50740428        0.00000000
        0.52377216        0.00000000
        0.54014004        0.00000000
        0.55650792        0.00000000
        0.57287580        0.00000000
        0.58924368        0.00000000
        0.60561156        0.00000000
        0.62197944        0.00000000
        0.63834733        0.00000000
        0.65471521        0.00000000
        0.67108309        0.00000000
        0.68745097        0.00000000
        0.70381885        0.00000000
        0.72018673        0.00000000
        0.73655461        0.00000000
        0.75292249        0.00000000
        0.76929037        0.00000000
        0.78565825        0.00000000
        0.80202613        0.00000000
        0.81839401        0.00000000
        0.83476189        0.00000000
        0.85112977        0.00000000
        0.86749765        0.00000000
        0.88386553        0.00000000
        0.90023341        0.00000000
        0.91660129        0.00000000
        0.93296917        0.00000000
        0.94933705        0.00000000
        0.96570493        0.00000000
        0.98207281        0.00000000
        0.99844069        0.00000000
        1.01480857        0.00000000
        1.03117645        0.00000000
        1.04754433        0.00000000
        1.06391221        0.00000000
        1.08028009        0.00000000
        1.09664797        0.00000000
        1.11301585        0.00000000
        1.12938373        0.00000000
        1.14575161        0.00000000
        1.16211949        0.00000000
        1.17848737        0.00000000
        1.19485525        0.00000000
        1.21122313        0.00000000
        1.22759101        0.00000000
        1.24395889        0.00000000
        1.26032677        0.00000000
        1.27669465        0.00000000
        1.29306253        0.00000000
        1.30943041        0.00000000
        1.32579829        0.00000000
        1.34216617        0.00000000
        1.35853405        0.00000000
        1.37490193        0.00000000
        1.39126981        0.00000000
